,Archival_source#,Area/Kingdom,Audio_file,Audio_notes,canto_coding_id,C_cid,Classification_notes,Culture,Culture_loc,Division,Duration,Genre,Instruments,Living_metadata,Local_lat,Local_long,Lyrics,Metadata_notes,People,Performers,Publcation_collection,Publisher,Recorded_by,Region,Repository,Song,Song_notes,Source Tag,Sources,Subregion,Year
4850,T5547.12,Bihar/ Uttar Pradesh,T5547R12,,9881,16792.0,,Bhojpuri,"Bhojpuri Region, India",India,0:03:02,Bhajan,Male Voice; Dilruba; Jingles; Audience Noises,,25.88,84.29,,,Bihari,"Male solo, dilruba, jingles, audience noises","Chant the Names of God: Village Music of the Bhojpuri Speaking area of India, Rounder Records 5008, Track A10",Rounder,Edward O. Henry,South Asia,"San Diego State University; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",Nirgun Bhajan,"Song of the Formless Divine, a male soloist sings in unison with bowed dilruba",@Rounder1981ChantTheNamesOfGod,"Recording sent by Dr. Edward O. Henry, San Diego State University, CA",Gangetic Plain,1971-78
4851,T5547.17,Bihar/ Uttar Pradesh,T5547R17,,9882,16792.0,,Bhojpuri,"Bhojpuri Region, India",India,0:04:01,Entertainment Song; Heroic Song; Epic Song,Male Voice; Male Voices; Harmonium,,25.88,84.29,,,Bihari,"Male leader, male chorus, harmonium ","Chant the Names of God: Village Music of the Bhojpuri Speaking area of India, Rounder Records 5008, Track AB4",Rounder,Edward O. Henry,South Asia,"San Diego State University; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",Qavvali,"Entertainment music, episode from the Ramayana glorifying Ram, a male soloist sings over flurries of harmonium accompaniment, tabla and male chorus enter later",@Rounder1981ChantTheNamesOfGod,"Recording sent by Dr. Edward O. Henry, San Diego State University, CA",Gangetic Plain,1971-78
4852,T5548.05,Uttar Pradesh,T5548R05,Film soundtrack with voice over; not usuable ,9895,28117.0,,Uttar Pradesh,"Uttar Pradesh, India",India,0:06:00,,Male Voices; Drums,,26.84,80.94,,,Uttar Pradesh Hindi,"Male chorus, drums","Lower Caste Religious Music From India: Monks, Transvestites, Midwives, and Folksingers, Lyrichord Discs Inc. LLST7324, A1",Lyrichord,Rosina Schlenker,South Asia,"Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",Ghazal,Folk jugglers ,@LATW1974LowerCasteReligious Music,,Gangetic Plain,1972
4853,T5548.06,Uttar Pradesh,T5548R06,,9896,28117.0,,Uttar Pradesh,"Chittupur, Uttar Pradesh, India",India,0:06:02,Bhajan,Male Voices; Bells; Drums,,25.26,83.0,,,Uttar Pradesh Hindi,"Male chorus, bells, drums","Lower Caste Religious Music From India: Monks, Transvestites, Midwives, and Folksingers, Lyrichord Discs Inc. LLST7324, A2",Lyrichord,Rosina Schlenker,South Asia,"Copy in Alan Lomax Collection, American Folklife Center, Library of Congress","Saya, Folk-Bhajan","Folksingers, Harijans from Chittupur, Bhajan",@LATW1974LowerCasteReligious Music,,Gangetic Plain,1972
4854,T5548.09,Uttar Pradesh,T5548R09,,9899,28117.0,,Uttar Pradesh,"Uttar Pradesh, India",India,0:05:08,Praise Song,Female Voices; Drums,,26.84,80.94,,,Uttar Pradesh Hindi,"Female chorus, drums","Lower Caste Religious Music From India: Monks, Transvestites, Midwives, and Folksingers, Lyrichord Discs Inc. LLST7324, B2",Lyrichord,Rosina Schlenker,South Asia,"Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",Praise of Rama,,@LATW1974LowerCasteReligious Music,,Gangetic Plain,1972
4855,T5549.07,Uttar Pradesh,T5549R07,,9914,28117.0,,Uttar Pradesh,"Kanpur City, Uttar Pradesh, India",India,0:03:17,Festival Song,2 Female Voices,,26.44,80.33,,,Uttar Pradesh Hindi,Female duet,"Folk Music of India, Uttar Pradesh, Lyrichord Discs LST7271, Track A3",Lyrichord,Laxmi G. Tewari,South Asia,"Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",Savana,"Festival song, On my way to my husband’s country, I lost my way, Oh husband, I am solely dependent on you now. ",@LFMI1975UttarPradesh,,Gangetic Plain,1972-99
4856,T5549.08,Uttar Pradesh,T5549R08,,9915,28117.0,,Uttar Pradesh,"Nandana Village, Kanpur Dehat, Uttar Pradesh, India",India,0:04:16,Festival Song,2 Male Voices; Dholaka Drum; Jhika Shakers,,26.33,79.64,,,Uttar Pradesh Hindi,"Male duet, dholaka drum, jhika shakers","Folk Music of India, Uttar Pradesh, Lyrichord Discs LST7271, Track A4",Lyrichord,Laxmi G. Tewari,South Asia,"Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",Phag,Holi festival song,@LFMI1975UttarPradesh,,Gangetic Plain,1972-99
4857,T5549.10,Uttar Pradesh,T5549R10,,9916,28117.0,,Uttar Pradesh,"Dhanbad Village, Rae Bareli district, Uttar Pradesh, India",India,0:02:16,Wedding Song,Female Voices; Dholaka; Manjira,,26.24,81.25,,,Uttar Pradesh Hindi,"Female group, Phoolkali, Rajkumari, Vimla, dholaka, manjira","Folk Music of India, Uttar Pradesh, Lyrichord Discs LST7271, Track A",Lyrichord,Laxmi G. Tewari,South Asia,"Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",Nakata,"While the groom and his party are at the bride’s home for the
marriage ceremonies, women of the groom’s side engage in singing and merrymaking",@LFMI1975UttarPradesh,,Gangetic Plain,1972-99
4858,T5549.12,Uttar Pradesh,T5549R12,,9918,28117.0,,Uttar Pradesh,"Varanasi, Uttar Pradesh, India",India,0:03:59,Childbirth Song; Responsorial Song,Female Voice; Female Voices; Bells; Drum,,25.31,82.97,,,Uttar Pradesh Hindi,"Female leader, female chorus, bells, drum","Folk Music of India, Uttar Pradesh, Lyrichord Discs LST7271, Track B2",Lyrichord,Laxmi G. Tewari,South Asia,"Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",Sobara,"Childbirth song, call and response",@LFMI1975UttarPradesh,,Gangetic Plain,1972-99
4859,T5549.14,Uttar Pradesh,T5549R14,,9919,28117.0,,Uttar Pradesh,"Tahirpur Village, Unnao district, Uttar Pradesh, India",India,0:05:46,Devotional Song; Bhajan,,,26.95,80.21,,,Uttar Pradesh Hindi,,"Folk Music of India, Uttar Pradesh, Lyrichord Discs LST7271, Track B4",Lyrichord,Laxmi G. Tewari,South Asia,"Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",Bhajan,Devotional song,@LFMI1975UttarPradesh,,Gangetic Plain,1972-99
4860,T5549.16,Uttar Pradesh,T5549R16,,9920,28117.0,,Uttar Pradesh,"Varanasi, Uttar Pradesh, India",India,0:04:18,Devotional Song; Bhajan,,,25.31,82.97,,,Uttar Pradesh Hindi,,"Folk Music of India, Uttar Pradesh, Lyrichord Discs LST7271, Track B6",Lyrichord,Laxmi G. Tewari,South Asia,"Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",Bhajan 2,Devotional song,@LFMI1975UttarPradesh,,Gangetic Plain,1972-99
4861,2C24.A3,"Varanasi, Uttar Pradesh",T5589R02,Old audio file # T5484R01,752,12024.0,,Benares,"Mirzapur, Uttar Pradesh, India [Recorded in Varanasi, Uttar Pradesh, India]",India,0:03:10,Work Song; Milking Song,"Nanku; Bachau, Nagara",,25.13,82.56,"Chanted:
Aré! It is said—The horse named Mangaru was born in Maurapura City of king Alivå. O Father! But the Ahir was born in the bazar of Gaur¢a. 
Aré! It is said—[The girl] Chanavå was born in the great [city of] Kusumipura.
Lament:
Aré! Lourikå [the hero] kept her, O Mother! In the vast bazaar of Haradiyå.
Chanted:
Aré! It is said—Climbing to capture the city of Lankå [Ceylon] the brothers fought their way heroes among
heroes.*
Aré! It is said—Taking bow and arrows, Råm¢a went up.
Lament:
Aré! Now holding his club in the battle goes up the great hero (the monkey Hanumån¢a).
Chanted:
Aré! It is said—The river Ganges, O Mother! Would not come up. The (river) Bhagirathi went to fetch her. No one could remain. All families fled (before the flood).
Lament:
Now all have dispersed in the world in exile. With their children and women.
Chanted:
Aré! It is said—It has been seen, the misfortune of the great Gaur¢a city has been written, but who has the courage to relate the destiny of Chanavå.
Aré! The destiny of Lourikå and the destruction of the great city of Naurapur¢a.
Lament:
Dådu was the virtuous brother of Lourikå. O Mother! But all the great misfortunes fell upon his head.
Chanted:
Aré! It is said—The She-buffalo suffered in the forest. The great She-buffalo (*) did not receive her income from trade.
Aré! It is said—There was no stock of dried straw. Great poverty in the home. And disputes always spread where there are debts.
* Reference to an episode from the Råmåyaˆa
(*) A title of respect for an aunt.",,N E Indian Hindu/ Buddhist,"Nanku, Bachau, nagara ",Columbia World Library of Folk and Primitive Music: India. Columbia Records KL215,Columbia Records,Alain Daniélou,South Asia,"Fondación Inde-Europe de Nouveaux Dialogues; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",Viraha ,"Milkman's traditional song with nagara, drum. 

In his original notes, Danielou gives the background of the Ah¥r community as follows: “When the Aryans invaded India many centuries before Christ, the defeated people were allotted certain professions and thus were allowed to survive, maintaining their culture and religion to a great extent. The ancient and proud Abh¥r¢as, now called Ah¥rs, have thus been milkmen and cowherds for centuries and have kept alive forms of songs, dance, and epic poetry similar to those of many centuries ago.” Danielou was very attracted to the music of the Ah¥rs and produced an LP of their music in 1951 that was republished in 1984. The term virahå or birahå is now given to a broad classification of songs, while this form of virahå is more precisely known as kha®¥ birahå. This is a special style of song developed by the Ah¥r cowherders ostensibly to communicate with other herders and their distant villages while pasturing their animals. The antiquity of the Ah¥r community is corroborated by the fact that they are referred to (as ÅAbh¥ra cowherds) in the Råmåyaˆa and the Mahåbhårata epics dating from several centuries B.C.E. There is no way to establish the contention that they are pre-Aryans, especially as the texts of their kha®¥ birahås usually refer, as in this case, to the Aryan epic, Råmåyaˆa. Other references in their songs are evidently to their own myths, which could predate the Aryan invasions.",@CFPM1955India,Compiled and edited by Alain Daniélou; New liner notes by Amy Catlin and Nazir Jairazbhoy,Gangetic Plain,1952
4862,2C24.A2; WFS1F.60,"Varanasi, Uttar Pradesh",T5589R01,Old audio file # T5484R07,1029,12024.0,,Benares,"Varanasi, Uttar Pradesh, India",India,0:03:04,Village Song,"Male Voices; Dholak; Motilal, Jhori",,25.31,82.97,"The text as summarized by Danielou is given as follows:

The swing hangs from the branch of the Kadamba tree,
Krishn¢a and Rådhå, his beloved, swing, swing.
The rope is of green silk and the boy is dressed in green.
Her sari is purple and in her green palanquin
Among all her maids her beauty cannot be described.
Green green is the milkman’s boy 
And green the branch of the Kadamba tree.
How seductive is Krishn¢a, he steals our hearts,
And our minds dissolve in him ...

The musical structure is that of a leader with a chorus that repeats the whole or part of the leader’s verse. Melodically, the song has two themes, with the second part being pitched higher than the first, somewhat like the sthåy¥-antrå form of classical music. The second theme has a range of a sixth and does not reach the upper octave as in the antrå:

Musical Example 1. The tåla (rhythmic cycle) is Khéma†å:
Claps: X   O
Drum syllables: dhé dhé nå dhå ti nå
Beats: 1 2 3 4 5 6",Double coded; see coding sheet 9281,N E Indian Hindu/ Buddhist,"Kedarnath, chorus of Sitaram Raja, Jattu, Kalka Prasad, dholak, Motilal, jhori",Columbia World Library of Folk and Primitive Music: India. Columbia Records KL215,Columbia Records,Alain Daniélou,South Asia,"Fondación Inde-Europe de Nouveaux Dialogues; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",Kajari,"Sung in Mirzapur style by Kedårnåth; chorus members—Sitåråm, Råjå, and Jattu; the ∂holak (double-ended drum) played by Kålkå Prasåd and the jhori (small cymbals) by Motilål. Composed by Munni Lål. Recorded in Benares. Kajar¥, also called kajl¥, is a seasonal song of Uttar Pradesh sung in Bhojpuri (a dialect of Hindi) that is usually associated with the monsoon rains, the most erotic of seasons. Kajl¥ texts often deal with the separation of lovers symbolized by Krishna and his favorite milkmaid, Rådhå. In this text, the couple engage in a favorite monsoon love-sport beneath Krishna’s most cherished tree, the fragrant kadamba.",@CFPM1955India,Compiled and edited by Alain Daniélou; New liner notes by Amy Catlin and Nazir Jairazbhoy,Gangetic Plain,1952
4863,T5548.07,"Varanasi, Uttar Pradesh",T5548R07,,9897,12024.0,,Benares,"Benares, Uttar Pradesh, India",India,0:10:36,Work Song,Male Voice; Voices; Drum; Veena; Bells,,26.84,80.94,,,N E Indian Hindu/ Buddhist,"Male lead, chorus, drum, veena, bells","Lower Caste Religious Music From India: Monks, Transvestites, Midwives, and Folksingers, Lyrichord Discs Inc. LLST7324, Track A3",Lyrichord,Rosina Schlenker,South Asia,"Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",Work Song of Harijans from Chittupur,Work song,@LATW1974LowerCasteReligious Music,,Gangetic Plain,1972
4864,T5548.08,"Varanasi, Uttar Pradesh",T5548R08,,9898,12024.0,,Benares,"Benares, Uttar Pradesh, India",India,0:05:58,Bhajan,Drum; Male Voice; Tambourine,,26.84,80.94,,,N E Indian Hindu/ Buddhist,"Kabir, drum and vocal, tambourine","Lower Caste Religious Music From India: Monks, Transvestites, Midwives, and Folksingers, Lyrichord Discs Inc. LLST7324, B1",Lyrichord,Rosina Schlenker,South Asia,"Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",Nirgun Bhajan,Monk's song at the Temple of Benares,@LATW1974LowerCasteReligious Music,,Gangetic Plain,1972
4865,T5548.10,"Varanasi, Uttar Pradesh",T5548R10,,9900,12024.0,,Benares,"Benares, Uttar Pradesh, India",India,0:07:20,Bhajan; Prayer,Male Voice; Lute,,26.84,80.94,,,N E Indian Hindu/ Buddhist,"Male solo, lute","Lower Caste Religious Music From India: Monks, Transvestites, Midwives, and Folksingers, Lyrichord Discs Inc. LLST7324, B3",Lyrichord,Rosina Schlenker,South Asia,"Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",Haridas Bhajan,Prayer,@LATW1974LowerCasteReligious Music,,Gangetic Plain,1972
4866,T5548.11,"Varanasi, Uttar Pradesh",T5548R11,,9901,12024.0,,Benares,"Uttar Pradesh, India",India,0:02:22,Rain Song; Bhajan; Song About Seasons,Female Voice,,26.84,80.94,,,N E Indian Hindu/ Buddhist,Female solo,"Lower Caste Religious Music From India: Monks, Transvestites, Midwives, and Folksingers, Lyrichord Discs Inc. LLST7324, Track B4",Lyrichord,Rosina Schlenker,South Asia,"Copy in Alan Lomax Collection, American Folklife Center, Library of Congress","Saya, Folk-Bhajan",Bhajan of the rainy season,@LATW1974LowerCasteReligious Music,,Gangetic Plain,1972
4867,T5549.05,"Varanasi, Uttar Pradesh",T5549R05,,9913,12024.0,,Benares,"Uttar Pradesh, India",India,0:07:09,Song For Deity,Female Voice; Harmonium,,26.84,80.94,,,N E Indian Hindu/ Buddhist,"Laxmi G. Tewari, harmonium","Folk Music of India, Uttar Pradesh, Lyrichord Discs Inc. LST7271, Track A1",Lyrichord,Rosina Schlenker,South Asia,"Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",Purvi,Song about Krishna,@LFMI1975UttarPradesh,,Gangetic Plain,1972
4868,2C18.B3,Rajasthan,T5483R36,,753,24157.0,,Rajasthan,"Rajasthan, India",India,0:02:52,,Sarangi; Gopi-Jantra; Sitar; Tabla; Baya,,27.02,74.21,,,Rajasthani,"Sarangi, gopi-jantra, sitar, tabla, baya","Folk Music of India. Ethnic Folkways Library FE4409, 1950",Smithsonian Folkways,All India Radio,South Asia,"Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. http://www.folklife.si.edu/archive; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",Rajasthan Folk Song,"Played on the sarangi, gopi-jantra, sitar in the background, tabla, and baya",@FW1950FolkMusicOfIndia,Compiled by Harold Courlander.; http://www.folkways.si.edu/TrackDetails.aspx?itemid=11644,N W India,1948-1950
4869,2C20.B4,Rajasthan,T5484R18,,754,24157.0,,Rajasthan,"Suri, Birbhum Distict, West Bengal, India",India,0:08:06,Baul Song,Purna,,23.91,87.52,,,Rajasthani,Purna,Musique Populaire de l'Inde du Nord. Musée de l'Homme MC. 20.110,Vogue Contrepoint,Deben Bhattacharya,South Asia,"Sound Archives of the CNRS & the Musée de l'Homme, Centre de Recherche en Etnomusicologie, http://archives.crem-cnrs.fr/; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",Chant Baul,Baul songs are introspective in nature often questioning the meaning of life,@CNRS1956IndeDuNord,,N W India,1954
4870,2C24.A7,Rajasthan,T5589R05,Old audio file # T5484R08,1030,24157.0,,Rajasthan,"Rajasthan, India [Recorded in Varanasi]",India,0:03:19,Devotional Song; Bhajan,Male Voices; Chang; Ekatara; Karatala,,27.02,74.21,"The following translation is by Danielou:

In his hair the Ganges plays,
And seated on his lap,
The White-Goddess* caresses him.

Holding in his hand the garland of skulls,
Day and night he drinks the cup of poison [hashish],
His drum roaring “dama, dama”

And seated on his lap,
The White-Goddess caresses him.

Wearing at his waist the skin of a beast,
A scorpion tied as an armlet,
This merciless youth spends his life,

And seated on his lap,
The White-Goddess caresses him.

Singing the virtues of the Teacher
And counting hardships
Shall be your daily consolation,
Meditating on the Mountain’s Goddess,

And seated on his lap,
The White Goddess caresses him.

*note: the goddess Gaur¥, Shiva’s consort, is usually regarded as being yellow, shining, or brilliant, rather than white.",,Rajasthani,"Mahadeva giri, Munna giri, group of companions, chang, ekatara, karatala",Columbia World Library of Folk and Primitive Music: India. Columbia Records KL215,Columbia Records,Alain Daniélou,South Asia,"Fondación Inde-Europe de Nouveaux Dialogues; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",Bhajana,"Recorded in Benares. Groups of wandering mendicants who travel from one shrine to another singing devotional songs (bhajans) are found to this day. This is rather an unusual ensemble of wandering ascetics, principally because the stringed instrument identified in the title as an ekatårå, a drone instrument, actually appears to be a fretted sitar, as can be heard on the record and seen in the photograph. A sitår with its many strings is normally much too delicate an instrument to be carted around from village to village, especially in the heat of Rajasthan, while a spiked lute ektår¢a that plays only a drone is much more usual. The musicians are probably not monks, but novices training to become ordained at some shrine or and other where they generally will return once a year.",@CFPM1955India,Compiled and edited by Alain Daniélou; New liner notes by Amy Catlin and Nazir Jairazbhoy,N W India,1953
4871,T5549.17,Rajasthan,T5549R17,,9921,24157.0,,Rajasthan,"Rajasthan, India",India,0:07:27,Raga,Male Voice; Kamaicha,,27.02,74.21,,,Rajasthani,"Male solo, kamaicha","Rajasthan: Les Musiciens Du Desert, Harmonia Mundi HM 52, Radio France, Track A1",Harmonia Mundi,Georges Luneau; Komal Kothari,South Asia,"Sound Archives of the CNRS & the Musée de l'Homme, Centre de Recherche en Etnomusicologie, http://archives.crem-cnrs.fr/; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",Raga Soratha; Papaiya Pyara Re Song,"Raga Soratha. Ragas are traditional classical Indian musical modes used for improvisation. Raga means color in Sanskrit and each raga has a unique sound, like the hues of a color, that expresses emotions and moods. The sound of each raga is associated with certain emotions, times of day, Hindu deities, and seasons. Ragas are thought to possess magical powers like bringing rain or causing fires.",@Ocora1978Rajasthan,,N W India,1976
4872,T5549.18,Rajasthan,T5549R18,,9922,24157.0,,Rajasthan,"Rajasthan, India",India,0:07:09,Raga,3 Male Voices; Kamaicha,,27.02,74.21,,,Rajasthani,"Male trio, kamaicha","Rajasthan: Les Musiciens Du Desert, Harmonia Mundi HM 52, Radio France, Track A2",Harmonia Mundi,Georges Luneau; Komal Kothari,South Asia,"Sound Archives of the CNRS & the Musée de l'Homme, Centre de Recherche en Etnomusicologie, http://archives.crem-cnrs.fr/; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",Raga Kalyana; Madkar Song,"Raga Kalyana, male trio singing in alternating solos heterophonically, great embellishment. Ragas are traditional classical Indian musical modes used for improvisation. Raga means color in Sanskrit and each raga has a unique sound, like the hues of a color, that expresses emotions and moods. The sound of each raga is associated with certain emotions, times of day, Hindu deities, and seasons. Ragas are thought to possess magical powers like bringing rain or causing fires.",@Ocora1978Rajasthan,,N W India,1976
4873,T5549.20,Rajasthan,T5549R20,,9923,24157.0,,Rajasthan,"Rajasthan, India",India,0:09:43,,Male Voice; Raavan Hatha,,27.02,74.21,,,Rajasthani,"Male solo, raavan hatha","Rajasthan: Les Musiciens Du Desert, Harmonia Mundi HM 52, Radio France, Track B1",Harmonia Mundi,Georges Luneau; Komal Kothari,South Asia,"Sound Archives of the CNRS & the Musée de l'Homme, Centre de Recherche en Etnomusicologie, http://archives.crem-cnrs.fr/; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",Rani Sorath; Rana Kachhabo ,Rani Sorath,@Ocora1978Rajasthan,,N W India,1976
4874,T5549.21,Rajasthan,T5549R21,,9924,24157.0,,Rajasthan,"Rajasthan, India",India,0:08:06,Prayer,Male Voice; Kamaicha,,27.02,74.21,,,Rajasthani,"Male solo, kamaicha","Rajasthan: Les Musiciens Du Desert, Harmonia Mundi HM 52, Radio France, Track B2",Harmonia Mundi,Georges Luneau; Komal Kothari,South Asia,"Sound Archives of the CNRS & the Musée de l'Homme, Centre de Recherche en Etnomusicologie, http://archives.crem-cnrs.fr/; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",Song in Honor of Rhada,Prayer song,@Ocora1978Rajasthan,,N W India,1976
4875,T5549.22,Rajasthan,T5549R22,,9925,24157.0,,Rajasthan,"Rajasthan, India",India,0:06:29,Festival Song,Male Voices; Male Voices; Percussion; Metal Jingles,,27.02,74.21,,,Rajasthani,"Male group, male group, percussion, metal jingles","Rajasthan: Les Musiciens Du Desert, Harmonia Mundi HM 52, Radio France, Track B3",Harmonia Mundi,Georges Luneau; Komal Kothari,South Asia,"Sound Archives of the CNRS & the Musée de l'Homme, Centre de Recherche en Etnomusicologie, http://archives.crem-cnrs.fr/; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",Holi Festival Song,"Poem for Holi Festival, two groups sing antiphonally in trailing unison",@Ocora1978Rajasthan,,N W India,1976
4877,2C22.A1,Gujarat,T5416R39,,757,15731.0,,Saurashtra,"Saurashtra State, India",India,0:04:03,,"Mixed Voices; Harmonium; Drum; Kartals, Clappers",,22.25,71.19,,"Correct the coding sheet, which misidentifies instrument as 'fiddle'",Saurashtrians,"Mixed chorus, harmonium, drum, kartals, clappers","Music from South Asia. Ethnic Folkways Library FE4447, 1957",Smithsonian Folkways,Louis Sobel,South Asia,"Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. http://www.folklife.si.edu/archive; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",Gauri Dance,Dance song,@FW1957MusicFromSouthAsia,"Harold Courlander, editor; http://www.folkways.si.edu/TrackDetails.aspx?itemid=7094",Western Ghats,1957
4901,T1790.6,Gujarat/ Madhya Pradesh/ Maharashtra/ Rajasthan,T5416R28,,3852,12145.0,,Bhil,"Madhya Pradesh, India",India,0:01:41,Healing Song,Male Voices; Male Voice; Dhak; Metal Percussion,,22.97,78.65,,,Bhil,"Male chorus, male leaders, dhak, metal percussion","All India Radio, External Programme Exchange Unit",All India Radio,All India Radio,South Asia,"Sound and Central Archives of All India Radio, New Delhi; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress","Dhak Geet, Aare Ganesha Re Ga","Song to cure physical and mental ailments, sung in honor of Bhilat Baba, a local deity",@AIR1948-50DhakGeetAareGaneshaReGa,,Western Ghats/ N W India,1948-1950
