Cu_lat,Cu_long,Area_lat,Area_long,Region,Division,Subregion,Area/Kingdom,Culture,People,People2,People3,Arensberg-Lomax_clusters,Focal_years,Koppen_climate_terrain,Koppen_code,Arensberg/Lomax_taxon,Taxon_id,Language,Lang_Family,ISO_code,Glottocode,Country,Country_id,All_cid,C_cid,M_cid,Ch_cid,P_cid,Ph_cid,I+cid,Soc_cid,D-Place_Id,C_sample_size,M_sample_size,P_sample_size,Ph_sample_size,Alt_culture_names,EA_cu_name,EA_cu# UPDATE,Murdock_cu#,EA_Prov_name,EA_Prov_#,EA_Prov_notes,EA_#,Culture_Wiki,People/Culture,Notes_1,Notes_2,Culture Sources
42.33,-83.04,45.86,-84.73,North America,United States,Great Lakes/ Midwest,Great Lakes,Detroit S Black,Black Deep Soutn,Great Migration African Americans,West & Central African Peoples,,1961,"Warm Continental/ Humid, Temperate Continental/ Humid","Dfa, Dfb",,,Northern North American English,"Indo-European, Germanic, Anglo-Frisian, Anglic, Macro-English, English, North American English",,nort3316,United States,,62445,62445,,,,,,,,1,,,,,,,,,,,,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottonort3316  @WikiDetroitAfricanAmericans  
46.21,-86.39,45.86,-84.73,North America,United States,Great Lakes/ Midwest,Great Lakes,Finnish American,Finnish Americans,Baltic Peoples,Uralic Peoples,Western Europe,,Temperate Continental/ Humid,Dfb,,,Northern North American English,"Indo-European, Germanic, Anglo-Frisian, Anglic, Macro-English, English, North American English",,nort3316,United States,,62421,,,,,,,,,,,,,,,,,Northeastern Europe,59,added for GJB,,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottonort3316  @WikiFinnishAmericans  
46.78,-89.06,45.86,-84.73,North America,United States,Great Lakes/ Midwest,Great Lakes,N European American Lumberjack,Northern U.S. White,,,,1938; 1952-4,Temperate Continental/ Humid,Dfb,,,Northern North American English,"Indo-European, Germanic, Anglo-Frisian, Anglic, Macro-English, English, North American English",,nort3316,United States,,62548,,,,,,,,,1,,,7,Loggers; Woodsmen,,,,Northwestern Europe,57,added for GJB,,wiki,,,,@Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottonort3316 @WikiLumberjack
44.94,-88.61,45.03,-88.68,North America,United States,Great Lakes/ Midwest,"Menominee Cty, Wisconsin",Mamaceqtaw,Menominee Algonquian,Algonquian Peoples,Northeast Woodlands Indigenous Peoples,Circum-Pacific Hunter/ Foragers,1952,Temperate Continental/ Humid,Dfb,C-Colorado River,scfal94,Menominee,"Algic, Algonquian",ISO 639-3: mez,meno1252,United States,,21209,21209,,,,,,21209,,9,,,,Menomini; Menominee,MENOMINI,Nf9,21209,Prairie,155,,55634,wiki,"The Mamaceqtaw lived on the Upper Peninsula of Michigan, but were later settled on a reservation on the Wolf R. after the U.S. gained control of their land. Federal recognition was terminated by Congress in 1961, but restored in 1973 after a long court battle over fishing and hunting rights.",,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottomeno1252 @Ethnomez @WikiMenominee  
39.11,-84.51,43.54,-91.28,North America,United States,Great Lakes/ Midwest,Midwest,Cincinnati S Black,Great Migration African Americans,,West & Central African Peoples,,1929,Warm Oceanic Humid Subtropical,Cfa,,,Western American English,"Indo-European, Germanic, Anglo-Frisian, Anglic, Macro-English, English, North American English",,west2920,United States,,62474,62474,,,,,,,,1,,,,,,,,,,,,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap   @WikiCincinnati  @Glottowest2920
44.62,-91.93,43.54,-91.28,North America,United States,Great Lakes/ Midwest,Midwest,German American Midwest,German Americans,,Germanic Peoples,,,Temperate Continental/ Humid,Dfb,,,Western American English,"Indo-European, Germanic, Anglo-Frisian, Anglic, Macro-English, English, North American English",,west2920,United States,,62507,62507,,,,,,,,,,,,,,,,Northwestern Europe,57,added for GJB,,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap   @WikiGermanAmericans  @Glottowest2920
44.97,-93.27,43.54,-91.28,North America,United States,Great Lakes/ Midwest,Midwest,Scandinavian American,Nordic Americans,,Nordic Peoples,,,Temperate Continental/ Humid,Dfb,,,Northern North American English,"Indo-European, Germanic, Anglo-Frisian, Anglic, Macro-English, English, North American English",,nort3316,United States,,62422,,,,,,,,,,,,,,,,,Northwestern Europe,57,added for GJB,,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottonort3316  @WikiScandinavianAmericans  
41.5,-81.69,43.54,-91.28,North America,United States,Great Lakes/ Midwest,Midwest,Slovenian American,Slovenian Americans,,Slavic Peoples,,1960,Temperate Continental/ Humid,Dfb,,,Northern North American English,"Indo-European, Germanic, Anglo-Frisian, Anglic, Macro-English, English, North American English",,nort3316,United States,,62479,62479,,,,,,,,1,,,,,,,,Balkans,55,added for GJB,,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottonort3316  @WikiSloveneAmericans  
38.63,-90.2,43.54,-91.28,North America,United States,Great Lakes/ Midwest,Midwest,St. Louis S Black,Great Migration African Americans,,West & Central African Peoples,,1955,Warm Oceanic Humid Subtropical,Cfa,,,North Central American English,"Indo-European, Germanic, Anglo-Frisian, Anglic, Macro-English, English, North American English",,nort3317,United States,,62478,62478,,,,,,,,1,,,,,,,,,,,,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottonort3317  @WikiStLouis  
34.94,-98.91,35.21,-98.33,North America,United States,Great Plains/ Central US,"Caddo Cty, Oklahoma",Ka'igwu,Kiowa Tanoan,,Plains Peoples,Circum-Pacific Hunter/ Foragers,1940-50; 1955-65,Warm Oceanic Humid Subtropical,Cfa,HF-Plains,scfal258,Kiowa,Kiowa-Tanoan,ISO 639-3: kio,kiow1266,United States,,18569,18569,,,,,,18569,,10,,,,Kiowa; Kaikgwu; Cáuigù; Gaigwu; Kaigwu,KIOWA,Ne17,18569,Southern Plains,160,,35144,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottokiow1266 @Ethnokio @WikiKiowa  
35.31,-98.35,35.21,-98.33,North America,United States,Great Plains/ Central US,"Caddo Cty, Oklahoma",Oklahoma Caddo,Caddoan,,Plains Peoples,Circum-Pacific Hunter/ Foragers,,Warm Oceanic Humid Subtropical,Cfa,I-Eastern,scfal346,Caddo,Caddoan,ISO 639-3: cad,cadd1256,United States,,12981,,,12981,,,,12981,,,,,,,CADDO,Nf14,,Caddo-Natchez,159,,46386,wiki,"A confederacy of several Southeastern Native American tribes. The Caddo Nation of Oklahoma is a federally recognized tribe with its capital at Binger, Oklahoma. Caddo oral history of their creation story says the tribe emerged from a cave, called Chahkanina or ""the place of crying,"" located at the confluence of the Red River of the South and Mississippi River in northern present-day Louisiana.",,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottocadd1256 @Ethnocad @WikiCaddo  
34.57,-98.42,34.66,-98.5,North America,United States,Great Plains/ Central US,"Comanche Cty, Oklahoma",Nʉmʉnʉʉ,Comanche Uto-Aztecan,,Plains Peoples,Circum-Pacific Hunter/ Foragers,1940-50,Warm Oceanic Humid Subtropical,Cfa,HF-Plains,scfal251,Comanche                    ,"Uto-Aztecan, Numic, Central Numic",ISO 639-3: com,coma1245,United States,,13993,13993,,,,,,13993,,4,,,,Comanche; Numunuu,COMANCHE,Ne3,13993,Southern Plains,160,,43318,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottocoma1245 @Ethnocom @WikiComanche  
45.53,-106.66,35.52,-97.97,North America,United States,Great Plains/ Central US,"El Reno, Oklahoma",Heévâhetaneo'o,Southern Cheyenne Algonquian,,Plains Peoples,Circum-Pacific Hunter/ Foragers,1940-50,Warm Oceanic Humid Subtropical,Cfa,HF-Plains,scfal249,Cheyenne,"Algic, Algonquian",ISO 639-3: chy,chey1247,United States,,13553,13553,,,,,13553,13553,,1,,,,Cheyenne; Tsêhéstáno; Tsehestano; Notameohmésêhese; Ohmésêhese; Southern Cheyenne; Heevahetaneo'o; Heevahetaneoo,CHEYENNE,Ne5,13553,Southern Plains,160,,61748,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottochey1247 @Ethnochy @WikiCheyenne  
40.01,-94.12,42.01,-93.81,North America,United States,Great Plains/ Central US,Iowa,Meshkwahkihaki,Sac and Fox Algonquian,,Plains Peoples,Circum-Pacific Hunter/ Foragers,1952,Warm Continental/ Humid,Dfa,I-Prairie,scfal366,Meskwaki,"Algic, Algonquian, Fox",ISO 639-3: sac,mesk1242,United States,,21286,21286,,21286,,,,,,6,,,,Meskwaki: Mesquakie: Fox,FOX,Nf7,21286,Prairie,155,,9811,wiki,"The Meskwaki (sometimes spelled Mesquaki) are a Native American people often known by Western society as the Fox tribe. They have been closely linked to the Sauk people of the same language family. Historically their homelands were in the Great Lakes region. The tribe coalesced in the St. Lawrence River Valley in present-day Ontario, Canada. Under French colonial pressures, it migrated to the southern side of the Great Lakes to territory that much later was organized by European Americans as the states of Michigan, Wisconsin, Illinois, and Iowa.",,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottomesk1242 @Ethnosac @WikiMeskwaki  
36.29,-96.89,36.8,-97.16,North America,United States,Great Plains/ Central US,"Kay Cty, Oklahoma",Chahiksichahiks,Caddoan,,Plains Peoples,Circum-Pacific Hunter/ Foragers,1951; 1955-65,Warm Oceanic Humid Subtropical,Cfa,I-Prairie,scfal370,Pawnee,"Caddoan, Pawnee-Kitsai, Pawnee-Arikara",ISO 639-3: paw,pawn1254,United States,,23519,23519,,,,,,23519,,9,,,,Pawnee; Chatiks si chatiks,PAWNEE,Nf6,23519,Caddo-Natchez,159,,57179,wiki,"Early in the 18th century, more than 60,000 members of the Pawnee Tribe inhabited the area along the North Platt River in Nebraska. The Tribe then, as it is now, was composed of four distinct bands: the Chaui “Grand,” the Kitkehahki “Republican,” the Pitahawirata “Tappage” and the Skidi “Wolf.” After encroachment by white settlers, the Pawnees ceded their territory to the U.S. Government in the 1800s and were removed from Nebraska to what is now Pawnee Cty in 1875. The Chahiksichahiks resisted leaving their homelands in southeast Nebraska until the 1870s, when white settlers, dwindling bison herds, and inter-tribal conflicts drove them to relocate in Oklahoma. Originally an agricultural society, they established permanent villages of earthlodge homes. Farmlands were owned by the entire village, with life rights given to individuals by a chief, then passed on to another tribe member.",,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottopawn1254 @Ethnopaw @WikiPawnee  
35.96,-95.04,36.8,-97.16,North America,United States,Great Plains/ Central US,"Kay Cty, Oklahoma",Coyaha,Coyaha,,Plains Peoples,Circum-Pacific Hunter/ Foragers,1955-65;,Warm Oceanic Humid Subtropical,Cfa,I-Eastern,scfal364,Yuchi,Isolated language,ISO 639-3: yuc,yuch1247,United States,,29129,29129,,,,,,29129,,10,,,,Euchee; Uchee; Yuchi; Tsoyaha,YUCHI,Ng11,29129,Cherokee-Yuchi,157,,51569,wiki,"The Yuchi people, are people of a Native American tribe who historically lived in the eastern Tennessee River valley in Tennessee in the 16th century. The Yuchi built monumental earthworks. In the late 17th century, they moved south to Alabama, Georgia, and South Carolina.Some also migrated to the panhandle of Florida. After suffering many fatalities from epidemic disease and warfare in the 18th century, several surviving Yuchi were removed to Indian Territory in the 1830s, together with their allies the Muscogee Creek.
Today, the Yuchi live primarily in the northeastern Oklahoma area, where many are enrolled as citizens in the federally recognized Muscogee (Creek) Nation. Some Yuchi are enrolled as members of other federally recognized tribes, such as the Absentee Shawnee Tribe and the Cherokee Nation, also originally from the Southeast. There is currently no federally recognized Coyaha (Yuchi) tribe; most Coyaha descendants identify as multi-tribal and hold citizenship with the Mvskoke, Sawnee, and Fox Nations.",,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottoyuch1247 @Ethnoyuc @WikiYuchi  
35.63,-95.96,36.8,-97.16,North America,United States,Great Plains/ Central US,"Kay Cty, Oklahoma",Mvskoke,Creek Muskogean,,Plains Peoples,Circum-Pacific Hunter/ Foragers,1943; 1955-65,Warm Oceanic Humid Subtropical,Cfa,I-Eastern,scfal351,Creek,Muskogean,ISO 639-3: mus,cree1270,United States,,14136,14136,,,,,,14136,,13,,,,Creek; Muskogee,CREEK,Ng3,14136,Muskogee,158,,14391,wiki,"The Muscogee, also known as the Mvskoke, Creek and the Muscogee Creek Confederacy, are a related group of indigenous peoples of the Southeastern Woodlands.Their original homelands are in what now comprises southern Tennessee, all of Alabama, western Georgia and part of northern Florida.Most of the original population of the Muscogee people were forcibly relocated from their native lands in the 1830s during the Trail of Tears to Indian Territory (now Oklahoma). Some Muscogee fled European encroachment in 1797 and 1804 to establish two small tribal territories that continue to exist today in Louisiana and Texas. Another small branch of the Muscogee Creek Confederacy managed to remain in Alabama and is now known as the Poarch Band of Creek Indians. The Mvskoke are a confederacy of tribes centered in E. Oklahoma. They originally lived in central Georgia, but were forcibly relocated in 1836-1840. They are matrilineal, and grow maize, beans, and squash, supplemented by hunting and gathering.",,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottocree1270 @Ethnomus @WikiMuscogee  
35.43,-96.3,35.44,-97.71,North America,United States,Great Plains/ Central US,Oklahoma,Dust Bowl,Oklahoma White,Midwesterners,West European Peoples,,1940; 1947,Warm Oceanic Humid Subtropical,Cfa,,,Southern American English,"Indo-European, Germanic, Anglo-Frisian, Anglic, Macro-English, English, North American English",,sout3302,United States,,62446,62446,,,,,,,,2,,,,,,,,,,,,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottosout3302  @WikiOkie  
45.41,-107.77,45.62,-108.67,North America,United States,Great Plains/ Central US,S Montana,Apsáalooke,Crow W Siouan,,Plains Peoples,Circum-Pacific Hunter/ Foragers,,"Semi-arid Steppe Cold, Temperate Continental/ Humid","BSk, Dfb",,,Crow,"Siouan, Missouri River Siouan",ISO 639-3: cro,crow1244,United States,,14169,,,,14169,,,,,,,1,,Crow; Absaroka,CROW,Ne4,,Upper Missouri,154,,22839,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottocrow1244 @Ethnocro @WikiCrow  
46.37,-103.95,44.51,-100.43,North America,United States,Great Plains/ Central US,South Dakota,Lakota,Lakota Sioux,,Plains Indigenous Peoples,Circum-Pacific Hunter/ Foragers,1949; 1939-51,"Semi-arid Steppe Cold, Temperate Continental/ Humid","BSk, Dfb",HF-Plains,scfal272,Lakota,"Siouan, Dakotan, Sioux",ISO 639-3: lkt,lako1247,United States,,26940,26940,26940,26940,,,26940; 30172,26940,,10,7,,,Sioux,TETON DAKOTA,Ne8,26940,Northern Plains,150,,15465,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottolako1247 @Ethnolkt @WikiLakota  
36.14,-95.93,36.14,-95.93,North America,United States,Great Plains/ Central US,"Tulsa, Oklahoma",Tulsa,Oklahoma White,Midwesterners,West European Peoples,,1945,Warm Oceanic Humid Subtropical,Cfa,,,Southern American English,"Indo-European, Germanic, Anglo-Frisian, Anglic, English, North American English, Southeast American English",,sout3302,United States,,62476,62476,,,,,,,,1,,,,,,,,,,,,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap   @WikiTulsa  @Glottosout3302
40.91,-76.38,36.72,-95.91,North America,United States,Great Plains/ Central US,"Washington Cty, Oklahoma",Lenape,Delaware Algonquian,,Plains Peoples,Circum-Pacific Hunter/ Foragers,1951,Warm Oceanic Humid Subtropical,Cfa,I-Eastern,scfal353,Unami,"Algic, Algonquian, Delawaran",ISO 639-3: unm,unam1242,United States,,14422,14422,,,,,,14422,,1,,,,Delaware,DELAWARE,Ng6,14422,Northeastern Woodlands,156,,22072,wiki,"The Lenape are an indigenous people of the Northeastern Woodlands, who live in Canada and the United States. Their historical territory included present-day New Jersey and eastern Pennsylvania along the Delaware River watershed, New York City, western Long Island, and the Lower Hudson Valley.Today, Lenape people belong to the Delaware Nation and Delaware Tribe of Indians in Oklahoma; the Stockbridge-Munsee Community in Wisconsin; and the Munsee-Delaware Nation, Moravian of the Thames First Nation, and Delaware of Six Nations in Ontario. Delaware was the name given to three related but distinct tribes, the Lenape, the Munsee, and the Jerseys, who were originally situated in and around the Delaware River Valley. They were driven from these lands by the mid-18th Century, and now have communities in Ontario, Wisconsin, and Oklahoma. The tribes have maintained their indepence, but became more politically unified after leaving the Delaware River Valley.",,They most likely speak Unami and Munsee languages NOT Delawaran,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottounam1242 @Ethnounm @WikiLenape  
,,,,North America,United States,Kansas,Kansas,U.S. General,Americans,Midwesterners,Plains Peoples,,1944; 1956; 1965; 1970,,,,,North American English,"Indo-European, Germanic, Anglo-Frisian, Anglic, Macro-English, English",,nort3314,United States,,62475,62475,,,62475,,,,,4,,4,,,,,,,,,,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottonort3314  @WikiAmericans  
41.01,-121.45,40.83,-122.05,North America,United States,N E California,Pit R,Achomawi,Pit River Palaihnihan,,California Indigenous Peoples,Circum-Pacific Hunter/ Foragers,,"Temperate Mediterranean, Temperate Continental/ Mediterranean","Csb, Dsb",HF-Plateau,scfal166,Achumawi,Palaihnihan,ISO 639-3: acv,achu1247,United States,,10110,,,,10110,,,,,,,1,,Achumawi; Ajumawi; Ahjumawi,ACHOMAWI,Nc10,,Northeast California,142,,32295,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottoachu1247 @Ethnoacv @WikiAchomawi  
41.12,-123.68,39.6,-122.11,North America,United States,N W California,N Central Valley,Natinixwe,Hupa Pacific Coast Athabaskan,,California Indigenous Peoples,Circum-Pacific Hunter/ Foragers,1947; 1956; 1954-56; 1978-80,Temperate Mediterranean,Csb,HF-Northwest Coast,scfal216,Hupa,"Athapaskan-Eyak-Tlingit, Pacific Coast Athapaskan",ISO 639-3: hup,hupa1239,United States,,16930,16930,,,,,16930,16930,,14,,,,Hupa: Natinook-wa,HUPA,Nb35,16930,Central Pacific Coast,141,,8770,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottohupa1239 @Ethnohup @WikiHupa  
39.72,-122.44,39.6,-122.11,North America,United States,N W California,N Central Valley,Wintu,Wintun Peoples,,California Indigenous Peoples,Circum-Pacific Hunter/ Foragers,1978-80,Warm Mediterranean,Csa,HF-Plateau,scfal187,Wintu,Wintuan,ISO 639-3: wit,wint1259,United States,,28667,28667,,28667,,,,28667,,1,,,,Winnemem Wintu; Wacomba,WINTU,Nc14,28667,Central California,143,,64367,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottowint1259 @Ethnowit @WikiWintu  
38.91,-123.66,38.91,-123.05,North America,United States,N W California,Russian R,Central Pomo,Pomo Peoples,,California Indigenous Peoples,Circum-Pacific Hunter/ Foragers,1978-80,Temperate Mediterranean,Csb,C-California,,Central Pomo,"Pomoan, Russian River and Eastern, Northern-Central Pomoan",ISO 639-3: poo,cent2138,United States,,30104,30104,,,,,,,,1,,,,Bokeya,,,,Central California,143,added for GJB,,wiki,"The Central Pomo, like other California Indians, were primarily self-sufficient, drawing from plentiful resources of the ocean, rivers, forests, and coastal shelf.",,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottocent2138 @Ethnopoo @WikiPomo  
36.32,-119.72,37.98,-121.87,North America,United States,N W California,San Joaquin Valley,Yokuts,Yokut Peoples,,California Indigenous Peoples,Circum-Pacific Hunter/ Foragers,1978-80,Warm Mediterranean,Csa,C-California,scfal79,General Yokuts,Yokutsan,,gene1243,United States,,29085,29085,,,,,,29085,,4,,,,Tachi Yokuts; Mariposan; Yokut,YOKUTS,Nc3,29085,Southern California,144,,40305,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottogene1243  @WikiYokuts  
38.54,-123.08,38.25,-122.54,North America,United States,N W California,Sonoma,Kashia Band Pomo,Pomo Peoples,,California Indigenous Peoples,Circum-Pacific Hunter/ Foragers,1964,Temperate Mediterranean,Csb,C-California,scfal75,Kashaya (also known as Kashaya Pomo),"Pomoan, Russian River and Eastern, Southern Pomoan-Kashaya",ISO 639-3: kju,kash1280,United States,,30087,30087,,,,,,30087,,7,6,,,Southwestern Pomo; Kashia; Kashaya; Winamá Bokeya: Kashaya Pomo; Winama Bokeya,SOUTH POMO,Nc19,,Central California,143,,18533,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottokash1280 @Ethnokju @WikiKashiaPomo  
41.33,-123.82,40.78,-123.13,North America,United States,N W California,Trinity Klamath R,Olekwo'l,Yurok Algic,,California Indigenous Peoples,Circum-Pacific Hunter/ Foragers,1963; 1978-80,Temperate Mediterranean,Csb,HF-Northwest Coast,scfal234,Yurok,Algic,ISO 639-3: yur,yuro1248,United States,,29217,29217,,,,,,29217,,5,,,,Yurok; Olekwol,YUROK,Nb4,29217,Central Pacific Coast,141,,8562,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottoyuro1248 @Ethnoyur @WikiYurok  
41.92,-124.12,41.92,-124.12,North America,United States,N W California,Yontocket,Xus,Tolowa Pacific Coast Athabaskan,,California Indigenous Peoples,Circum-Pacific Hunter/ Foragers,1963; 1978-80,Temperate Mediterranean,Csb,C-California,scfal76,Tolowa-Chetco,"Athapaskan-Eyak-Tlingit, Pacific Coast Athapaskan, Oregon Athabaskan",ISO 639-3: tol,tolo1259,United States,,27303,27303,,,,,,27303,,2,,,,Tolowa: Taa-laa-wa Dee-ni’,TOLOWA,Nb6,27303,Central Pacific Coast,141,,42858,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottotolo1259 @Ethnotol @WikiTolowa  
43.67,-70.27,45.5,-69,North America,United States,Northeast US,Maine,Coastal Mainers,New England White,,,,,Humid continental climate,Dfb,,,Eastern New England English,"Indo-European, Germanic, Anglo-Frisian, Anglic, Macro-English, English, North American English",,east2835,United States,,62546,,,,,,,,,,,,2,,,,,Northwestern Europe,57,added for GJB,,wiki,,,,@Murdock1968WorldSamplingProvinces @Koppen2006UpdatedWorldMap @Glottoeast2835 @WikiMaine
40.71,-74.01,40.67,-73.96,North America,United States,Northeast US,Urban Northeast,Ashkenazi New York Jews,Ashkenazi Jewish Americans,Midde Europeans,Jewish Peoples,Old Eurasia,1920; 1938; 1978; 1999; 1930-55,Warm Continental/ Humid,Dfa,,,Yiddish,"Indo-European, Germanic, West Germanic, High German",ISO 639-3: yid,yidd1255,United States,,17610,17610,,,,,,,,7,,,,Ashkenazic; Ashkenazim,JEWS:YIDDISH-NY,,17610,Jews,51,added for GJB,,wiki,"Ashenazi Jewish settlers established communities along the Rhine river in Western Germany and in Northern France dating to the Middle Ages.The delicately nuanced, highly artistic Yiddish folk songs of Ashkenazi Jewish immigrants reflect the upheavals and repressions of 19th century Eastern Europe.",,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottoyidd1255 @Ethnoyid @WikiNewYorkJews  
40.72,-74,40.67,-73.96,North America,United States,Northeast US,Urban Northeast,Chinese Immigrant,Han Chinese,Chinese Americans,Chinese Peoples,,,Warm Continental/ Humid,Dfa,,,Mandarin Chinese,"Sino-Tibetan, Sinitic, Northern Chinese, Mandarinic",ISO 639-3: cmn,mand1415,United States,,62545,,,,62545,,,,,,,1,,,,,,Chinese,83,added for GJB,,wiki,,,,@Murdock1968WorldSamplingProvinces @Koppen2006UpdatedWorldMap @Glottomand1415 @Ethnocmn @WikiChineseAmericans
40.03,-75.17,39.97,-75.18,North America,United States,Northeast US,Urban Northeast,German American N E,German Americans,Midde Europeans,Middle European Peoples,Western Europe,1931; 1954; 1950s,Warm Continental/ Humid,Dfa,,,Western Pennsylvania English,"Indo-European, Germanic, Anglo-Frisian, Anglic, Macro-English, English, North American English",,west2919,United States,,30136,30136,,,,30136,,,,2,,,,Northern U.S Gen.,US NORTH,,22793,Northwestern Europe,57,added for GJB,,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottowest2919  @WikiGermanAmericans  
40.71,-74.01,40.67,-73.96,North America,United States,Northeast US,Urban Northeast,Greek Immigrant,S European Americans,Greek Americans,Greek Peoples,,,Warm Continental/ Humid,Dfa,,,Greek,"Indo-European, Graeco-Phrygian",ISO 639-3: ell,gree1276,Greece,,62542,,,,62542,,,,,,,1,,,,,,Southern Europe,56,added for GJB,,wiki,,,,@Koppen2006UpdatedWorldMap @Murdock1968WorldSamplingProvinces @Ethnoell @Glottogree1276 @WikiGreekAmericans
40.71,-74.01,40.67,-73.96,North America,United States,Northeast US,Urban Northeast,Harlem 1900s,Southern Blacks,African Americans,West & Central African Peoples,Warm Latitude Gardeners,1958,Warm Continental/ humid,Dfa,,,New York City English,"Indo-European, Germanic, Anglo-Frisian, Anglic, Macro-English, English, North American English",,newy1234,United States,,30061,30061,,,,,,,,1,,,,Tropical Agriculture,,,,,,,,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottonewy1234  @WikiHarlem  
